"","county_desc","site_name","election_dt","site_total_age","age_percent_Age 18 - 25","age_percent_Age 26 - 40","age_percent_Age 41 - 65","age_percent_Age Over 66","age_percent_NA","n_Age 18 - 25","n_Age 26 - 40","n_Age 41 - 65","n_Age Over 66","n_NA","site_total_ethnicity","ethnicity_percent_HISPANIC or LATINO","ethnicity_percent_NOT HISPANIC or NOT LATINO","ethnicity_percent_UNDESIGNATED ETHNICITY","n_HISPANIC or LATINO","n_NOT HISPANIC or NOT LATINO","n_UNDESIGNATED ETHNICITY","site_total","race_percent_ASIAN","race_percent_BLACK or AFRICAN AMERICAN","race_percent_INDIAN AMERICAN or ALASKA NATIVE","race_percent_OTHER","race_percent_TWO or MORE RACES","race_percent_UNDESIGNATED RACE","race_percent_WHITE","race_percent_'UNDESIGNATED","n_ASIAN","n_BLACK or AFRICAN AMERICAN","n_INDIAN AMERICAN or ALASKA NATIVE","n_OTHER","n_TWO or MORE RACES","n_UNDESIGNATED RACE","n_WHITE","n_'UNDESIGNATED","n","sdr_percent","race_percent_NATIVE HAWAIIAN or PACIFIC ISLANDER","n_NATIVE HAWAIIAN or PACIFIC ISLANDER","election"
"2596","NASH","BRASWELL MEMORIAL LIBRARY","05/17/2022",2584,0.019,0.065,0.398,0.517,0.002,48,167,1029,1336,4,2584,0.003,0.849,0.147,9,2194,381,2584,0.002,0.635,0.004,0.005,0.003,0.023,0.327,NA,6,1641,10,14,9,59,845,NA,29,0.011,NA,NA,"2022-05"
"2597","NASH","MT PLEASANT COMMUNITY BUILDING","05/17/2022",400,0.018,0.055,0.398,0.53,NA,7,22,159,212,NA,400,0.02,0.838,0.142,8,335,57,400,NA,0.22,NA,0.01,0.002,0.028,0.74,NA,NA,88,NA,4,1,11,296,NA,6,0.015,NA,NA,"2022-05"
"2598","NEW HANOVER","CAPE FEAR COMMUNITY COLLEGE-HEALTH SCIENCES LEARNI","05/17/2022",1035,0.04,0.146,0.409,0.405,0.001,41,151,423,419,1,1035,0.007,0.733,0.26,7,759,269,1035,0.005,0.354,0.002,0.009,0.006,0.056,0.569,NA,5,366,2,9,6,58,589,NA,21,0.02,NA,NA,"2022-05"
"2599","NEW HANOVER","CAROLINA BEACH MUNICPAL BUILDING","05/17/2022",1626,0.009,0.039,0.335,0.614,0.003,14,63,545,999,5,1626,0.006,0.744,0.25,10,1210,406,1626,0.001,0.028,0.001,0.01,NA,0.034,0.926,NA,1,46,1,16,NA,56,1506,NA,9,0.006,NA,NA,"2022-05"
"2600","NEW HANOVER","CFCC- NORTH CAMPUS","05/17/2022",949,0.021,0.084,0.387,0.508,NA,20,80,367,482,NA,949,0.002,0.824,0.174,2,782,165,949,0.004,0.21,0.005,0.001,NA,0.03,0.75,NA,4,199,5,1,NA,28,712,NA,6,0.006,NA,NA,"2022-05"
"2601","NEW HANOVER","NEW HANOVER COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",5119,0.02,0.056,0.306,0.616,0.002,104,286,1567,3151,11,5119,0.006,0.82,0.173,32,4199,888,5119,0.004,0.066,0.001,0.006,0.003,0.031,0.889,NA,19,339,5,31,16,160,4549,NA,33,0.006,NA,NA,"2022-05"
"2602","NEW HANOVER","SENIOR CTR","05/17/2022",4181,0.019,0.044,0.285,0.649,0.002,81,185,1192,2713,10,4181,0.005,0.775,0.22,21,3241,919,4181,0.003,0.166,0.001,0.006,0.001,0.03,0.792,NA,12,695,4,27,4,127,3312,NA,16,0.004,NA,NA,"2022-05"
"2603","NORTHAMPTON","COOL SPRING COMMUNITY CENTER","05/17/2022",797,0.031,0.046,0.365,0.556,0.001,25,37,291,443,1,797,NA,0.848,0.152,NA,676,121,797,NA,0.757,0.003,0.001,0.001,0.016,0.222,NA,NA,603,2,1,1,13,177,NA,10,0.013,NA,NA,"2022-05"
"2604","NORTHAMPTON","CREECY GYMNASIUM","05/17/2022",332,0.018,0.042,0.343,0.596,NA,6,14,114,198,NA,332,0.003,0.852,0.145,1,283,48,332,NA,0.843,0.003,0.006,0.003,0.006,0.139,NA,NA,280,1,2,1,2,46,NA,2,0.006,NA,NA,"2022-05"
"2605","NORTHAMPTON","NORTHAMPTON CO. CULTURAL & WELLNESS CENTER","05/17/2022",900,0.03,0.068,0.39,0.51,0.002,27,61,351,459,2,900,0.002,0.887,0.111,2,798,100,900,0.001,0.607,0.001,0.003,0.001,0.012,0.374,NA,1,546,1,3,1,11,337,NA,6,0.007,NA,NA,"2022-05"
"2606","ONSLOW","COMMONS REC CENTER","05/17/2022",2899,0.021,0.08,0.388,0.509,0.002,60,232,1124,1477,6,2899,0.019,0.834,0.147,56,2418,425,2899,0.013,0.288,0.003,0.028,0.005,0.024,0.638,NA,37,835,10,82,14,71,1850,NA,13,0.004,NA,NA,"2022-05"
"2607","ONSLOW","ONSLOW COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1419,0.022,0.066,0.394,0.517,0.002,31,93,559,733,3,1419,0.008,0.838,0.154,11,1189,219,1419,0.006,0.247,0.004,0.013,0.001,0.018,0.712,NA,8,350,5,18,2,26,1010,NA,6,0.004,NA,NA,"2022-05"
"2608","ONSLOW","ONSLOW COUNTY MUSEUM (RICHLANDS)","05/17/2022",1180,0.014,0.083,0.433,0.467,0.003,16,98,511,551,4,1180,0.023,0.831,0.147,27,980,173,1180,0.004,0.145,0.004,0.019,0.001,0.023,0.804,NA,5,171,5,22,1,27,949,NA,13,0.011,NA,NA,"2022-05"
"2609","ONSLOW","SNEADS FERRY PUBLIC LIBRARY","05/17/2022",745,0.013,0.078,0.388,0.518,0.003,10,58,289,386,2,745,0.015,0.754,0.231,11,562,172,745,0.003,0.042,0.001,0.011,NA,0.054,0.89,NA,2,31,1,8,NA,40,663,NA,14,0.019,NA,NA,"2022-05"
"2610","ONSLOW","SWANSBORO PUBLIC LIBRARY","05/17/2022",816,0.013,0.054,0.442,0.487,0.004,11,44,361,397,3,816,0.013,0.82,0.167,11,669,136,816,0.005,0.056,0.005,0.017,0.001,0.031,0.885,NA,4,46,4,14,1,25,722,NA,8,0.01,NA,NA,"2022-05"
"2611","ORANGE","CARRBORO TOWN HALL COMPLEX","05/17/2022",3889,0.063,0.17,0.373,0.388,0.006,246,661,1452,1507,23,3889,0.015,0.798,0.187,59,3104,726,3889,0.021,0.094,0.001,0.018,0.008,0.052,0.806,NA,81,366,3,70,31,202,3136,NA,48,0.012,NA,NA,"2022-05"
"2612","ORANGE","CHAPEL OF THE CROSS","05/17/2022",1517,0.165,0.164,0.305,0.363,0.003,250,249,463,551,4,1517,0.013,0.771,0.216,19,1170,328,1517,0.032,0.048,0.001,0.016,0.007,0.076,0.819,NA,49,73,2,24,10,116,1243,NA,49,0.032,NA,NA,"2022-05"
"2613","ORANGE","DSS ORANGE WORKS IN LIEU OF BOE OFFICE","05/17/2022",3968,0.038,0.101,0.402,0.455,0.004,150,401,1597,1804,16,3968,0.012,0.773,0.215,46,3069,853,3968,0.006,0.137,0.003,0.011,0.004,0.051,0.788,NA,24,545,11,45,14,202,3127,NA,39,0.01,NA,NA,"2022-05"
"2614","ORANGE","EFLAND RURITAN CLUB BUILDING","05/17/2022",1564,0.033,0.089,0.4,0.473,0.006,51,139,625,740,9,1564,0.005,0.796,0.199,8,1245,311,1564,NA,0.207,NA,0.005,0.002,0.034,0.753,NA,NA,323,NA,8,3,53,1177,NA,14,0.009,NA,NA,"2022-05"
"2615","ORANGE","SEYMOUR CENTER","05/17/2022",4008,0.042,0.073,0.372,0.506,0.007,169,293,1491,2027,28,4008,0.015,0.81,0.174,62,3248,698,4008,0.038,0.077,0.002,0.025,0.005,0.041,0.812,NA,151,310,7,101,21,165,3253,NA,25,0.006,NA,NA,"2022-05"
"2616","PAMLICO","PAMLICO COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1066,0.009,0.042,0.308,0.639,0.002,10,45,328,681,2,1066,0.005,0.795,0.2,5,848,213,1066,NA,0.215,0.002,0.005,0.001,0.03,0.748,NA,NA,229,2,5,1,32,797,NA,10,0.009,NA,NA,"2022-05"
"2617","PASQUOTANK","PASQUOTANK COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",3024,0.037,0.062,0.388,0.512,0.001,112,188,1173,1547,4,3024,0.005,0.622,0.374,14,1880,1130,3024,0.002,0.41,0.001,0.006,0.002,0.023,0.555,NA,7,1240,4,18,6,71,1678,NA,42,0.014,NA,NA,"2022-05"
"2618","PENDER","COOPERATIVE EXTENSION AUDITORIUM","05/17/2022",1419,0.015,0.079,0.383,0.519,0.004,21,112,544,737,5,1419,0.004,0.824,0.173,5,1169,245,1419,0.001,0.19,NA,0.006,0.001,0.028,0.774,NA,2,269,NA,9,1,40,1098,NA,5,0.004,NA,NA,"2022-05"
"2619","PENDER","PENDER COUNTY ANNEX BUILDING","05/17/2022",2486,0.029,0.074,0.394,0.496,0.008,71,183,980,1233,19,2486,0.015,0.784,0.201,37,1949,500,2486,0.001,0.035,0.002,0.01,0.002,0.038,0.91,NA,3,88,6,25,6,95,2263,NA,40,0.016,NA,NA,"2022-05"
"2620","PERQUIMANS","PERQUIMANS COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",803,0.019,0.055,0.279,0.648,NA,15,44,224,520,NA,803,0.002,0.638,0.36,2,512,289,803,0.001,0.167,0.001,0.005,0.002,0.016,0.807,NA,1,134,1,4,2,13,648,NA,3,0.004,NA,NA,"2022-05"
"2621","PERSON","PERSON COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",4765,0.041,0.1,0.409,0.443,0.008,193,475,1947,2113,37,4765,0.003,0.831,0.166,16,3958,791,4765,0.001,0.221,0.005,0.005,0.001,0.031,0.735,NA,5,1054,26,26,6,148,3500,NA,59,0.012,NA,NA,"2022-05"
"2622","PITT","AG CENTER","05/17/2022",1268,0.014,0.058,0.395,0.533,NA,18,73,501,676,NA,1268,0.003,0.916,0.081,4,1161,103,1268,0.002,0.577,0.002,0.006,NA,0.017,0.396,NA,2,732,2,8,NA,22,502,NA,5,0.004,NA,NA,"2022-05"
"2623","PITT","COMMUNITY SCHOOLS BUILDING","05/17/2022",3750,0.022,0.052,0.337,0.587,0.003,81,194,1265,2200,10,3750,0.006,0.926,0.068,23,3472,255,3750,0.002,0.228,0.001,0.009,0.002,0.014,0.745,NA,6,855,5,33,6,53,2792,NA,11,0.003,NA,NA,"2022-05"
"2624","PITT","COUNTY OFFICE BUILDING","05/17/2022",1281,0.015,0.057,0.429,0.497,0.002,19,73,550,637,2,1281,0.003,0.917,0.08,4,1175,102,1281,0.003,0.712,0.001,0.005,0.002,0.013,0.263,NA,4,912,1,7,3,17,337,NA,13,0.01,NA,NA,"2022-05"
"2625","PITT","ECU STUDENT CENTER","05/17/2022",1105,0.467,0.135,0.276,0.12,0.002,516,149,305,133,2,1105,0.016,0.635,0.348,18,702,385,1105,0.012,0.131,0.003,0.014,0.005,0.27,0.566,NA,13,145,3,16,5,298,625,NA,47,0.043,NA,NA,"2022-05"
"2626","PITT","WINTERVILLE FIRE STATION","05/17/2022",2370,0.019,0.068,0.396,0.514,0.003,46,161,939,1217,7,2370,0.005,0.908,0.088,11,2151,208,2370,0.002,0.381,0.002,0.008,0.002,0.014,0.592,NA,4,904,4,18,5,33,1402,NA,6,0.003,NA,NA,"2022-05"
"2627","POLK","POLK COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1539,0.018,0.057,0.302,0.622,0.002,27,87,465,957,3,1539,0.005,0.788,0.207,8,1212,319,1539,0.001,0.029,0.002,0.005,0.001,0.029,0.933,NA,2,45,3,8,1,44,1436,NA,17,0.011,NA,NA,"2022-05"
"2628","RANDOLPH","BRAXTON CRAVEN SCHOOL GYM","05/17/2022",2107,0.027,0.069,0.378,0.525,0.002,56,145,796,1106,4,2107,0.003,0.869,0.128,7,1831,269,2107,0.002,0.022,0.002,0.002,0.001,0.019,0.951,NA,5,47,4,5,2,39,2003,NA,17,0.008,0.001,2,"2022-05"
"2629","RANDOLPH","FRANKLINVILLE UNITED METHODIST CHURCH","05/17/2022",1465,0.036,0.099,0.44,0.423,0.002,53,145,644,620,3,1465,0.007,0.812,0.182,10,1189,266,1465,0.002,0.018,0.002,0.006,NA,0.012,0.959,NA,3,27,3,9,NA,18,1405,NA,9,0.006,NA,NA,"2022-05"
"2630","RANDOLPH","RANDLEMAN CIVIC CENTER","05/17/2022",1606,0.034,0.085,0.432,0.45,0.001,54,136,693,722,1,1606,0.006,0.783,0.211,9,1258,339,1606,0.001,0.016,0.002,0.005,0.001,0.027,0.948,NA,1,26,3,8,2,43,1523,NA,7,0.004,NA,NA,"2022-05"
"2631","RANDOLPH","RANDOLPH COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",5019,0.026,0.081,0.396,0.495,0.002,132,405,1988,2485,9,5019,0.006,0.784,0.21,30,3933,1056,5019,0.002,0.037,0.002,0.006,0.001,0.014,0.938,NA,9,185,11,32,4,70,4708,NA,26,0.005,NA,NA,"2022-05"
"2632","RICHMOND","COOPERATIVE EXTENSION OFFICE","05/17/2022",2889,0.021,0.081,0.394,0.501,0.003,62,233,1139,1447,8,2889,0.003,0.887,0.11,8,2563,318,2889,0,0.319,0.008,0.006,0.002,0.01,0.655,NA,1,921,23,17,5,29,1893,NA,21,0.007,NA,NA,"2022-05"
"2633","ROBESON","FAIRMONT FIRE HALL/SENIOR CITIZEN CENTER","05/17/2022",590,0.059,0.144,0.39,0.403,0.003,35,85,230,238,2,590,NA,0.973,0.027,NA,574,16,590,NA,0.707,0.125,NA,0.002,0.014,0.153,NA,NA,417,74,NA,1,8,90,NA,18,0.031,NA,NA,"2022-05"
"2634","ROBESON","GILBERT PATTERSON LIBRARY","05/17/2022",297,0.064,0.131,0.377,0.428,NA,19,39,112,127,NA,297,0.007,0.966,0.027,2,287,8,297,NA,0.71,0.172,0.024,0.003,0.024,0.067,NA,NA,211,51,7,1,7,20,NA,14,0.047,NA,NA,"2022-05"
"2635","ROBESON","PEMBROKE LIBRARY","05/17/2022",550,0.033,0.1,0.391,0.462,0.015,18,55,215,254,8,550,0.005,0.956,0.038,3,526,21,550,0.002,0.044,0.862,0.004,0.004,0.018,0.067,NA,1,24,474,2,2,10,37,NA,8,0.015,NA,NA,"2022-05"
"2636","ROBESON","RED SPRINGS COMMUNITY CENTER","05/17/2022",331,0.021,0.088,0.372,0.517,0.003,7,29,123,171,1,331,0.009,0.967,0.024,3,320,8,331,NA,0.556,0.181,0.006,NA,0.021,0.236,NA,NA,184,60,2,NA,7,78,NA,4,0.012,NA,NA,"2022-05"
"2637","ROBESON","ROBESON COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",2169,0.025,0.102,0.395,0.477,0.001,55,221,856,1035,2,2169,0.006,0.968,0.027,12,2099,58,2169,0.003,0.459,0.185,0.012,0.005,0.015,0.322,NA,7,995,401,25,11,32,698,NA,37,0.017,NA,NA,"2022-05"
"2638","ROBESON","ST. PAULS NATIONAL GUARD ARMORY","05/17/2022",406,0.039,0.089,0.384,0.485,0.002,16,36,156,197,1,406,0.015,0.936,0.049,6,380,20,406,0.002,0.436,0.071,0.017,NA,0.01,0.463,NA,1,177,29,7,NA,4,188,NA,6,0.015,NA,NA,"2022-05"
"2639","ROCKINGHAM","EDEN LIBRARY","05/17/2022",1242,0.022,0.049,0.317,0.607,0.005,27,61,394,754,6,1242,0.008,0.887,0.105,10,1102,130,1242,NA,0.154,0.003,0.007,0.001,0.022,0.813,NA,NA,191,4,9,1,27,1010,NA,NA,NA,NA,NA,"2022-05"
"2640","ROCKINGHAM","MADISON MAYODAN LIBRARY","05/17/2022",1029,0.016,0.035,0.337,0.612,NA,16,36,347,630,NA,1029,0.003,0.836,0.161,3,860,166,1029,NA,0.096,NA,0.002,0.002,0.042,0.858,NA,NA,99,NA,2,2,43,883,NA,NA,NA,NA,NA,"2022-05"
"2641","ROCKINGHAM","ROCKINGHAM COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1256,0.029,0.045,0.312,0.612,0.002,36,57,392,769,2,1256,0.001,0.908,0.092,1,1140,115,1256,0.002,0.068,0.002,0.004,0.001,0.018,0.904,NA,3,86,3,5,1,22,1136,NA,NA,NA,NA,NA,"2022-05"
"2642","ROCKINGHAM","ZION BAPTIST CHURCH","05/17/2022",1088,0.017,0.034,0.309,0.638,0.002,19,37,336,694,2,1088,0.004,0.892,0.105,4,970,114,1088,0.002,0.445,NA,0.004,0.001,0.022,0.527,NA,2,484,NA,4,1,24,573,NA,1,0.001,NA,NA,"2022-05"
"2643","ROWAN","ROCKWELL AMERICAN LEGION BUILDING","05/17/2022",1999,0.028,0.098,0.405,0.468,0.002,55,195,810,935,4,1999,0.003,0.904,0.093,6,1808,185,1999,0.001,0.009,0.002,0.002,NA,0.018,0.969,NA,2,18,3,3,NA,35,1938,NA,11,0.006,NA,NA,"2022-05"
"2644","ROWAN","ROWAN COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",3973,0.032,0.059,0.349,0.56,0.001,126,234,1386,2224,3,3973,0.008,0.874,0.118,32,3471,470,3973,0.002,0.226,0.001,0.006,0.002,0.024,0.738,NA,6,898,4,24,9,97,2934,NA,47,0.012,0,1,"2022-05"
"2645","ROWAN","SOUTH BRANCH ROWAN PUBLIC LIBRARY","05/17/2022",1957,0.028,0.078,0.401,0.493,0.001,55,152,785,964,1,1957,0.003,0.865,0.132,5,1693,259,1957,0.001,0.033,0.002,0.005,0.001,0.027,0.932,NA,2,65,3,9,1,53,1824,NA,13,0.007,NA,NA,"2022-05"
"2646","RUTHERFORD","ANNEX ONE-STOP","05/17/2022",2218,0.034,0.085,0.408,0.468,0.006,75,188,904,1038,13,2218,0.003,0.858,0.139,7,1902,309,2218,0.001,0.03,0.001,0.004,0.002,0.031,0.931,NA,2,66,3,8,5,68,2066,NA,13,0.006,NA,NA,"2022-05"
"2647","RUTHERFORD","ISOTHERMAL","05/17/2022",1351,0.036,0.12,0.386,0.452,0.005,49,162,522,611,7,1351,0.007,0.858,0.135,9,1159,183,1351,0.001,0.053,0.004,0.007,0.001,0.033,0.901,NA,1,71,5,10,2,45,1217,NA,10,0.007,NA,NA,"2022-05"
"2648","SAMPSON","SAMPSON COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1560,0.029,0.049,0.313,0.607,0.001,45,77,489,947,2,1560,0.007,0.924,0.069,11,1442,107,1560,NA,0.397,0.013,0.006,0.001,0.016,0.567,NA,NA,619,20,10,2,25,884,NA,12,0.008,NA,NA,"2022-05"
"2649","SCOTLAND","SCOTLAND COUNTY ANNEX BUILDING CONFERENCE ROOM","05/17/2022",1668,0.022,0.043,0.328,0.604,0.004,36,72,547,1007,6,1668,0.003,0.838,0.159,5,1397,266,1668,0.002,0.531,0.02,0.006,0.001,0.018,0.421,NA,4,885,34,10,2,30,703,NA,10,0.006,NA,NA,"2022-05"
"2650","STANLY","LOCUST TOWN CENTER JOEL HONEYCUTT ROOM","05/17/2022",1050,0.024,0.111,0.409,0.452,0.004,25,117,429,475,4,1050,0.003,0.838,0.159,3,880,167,1050,NA,0.009,0.001,0.003,0.001,0.064,0.923,NA,NA,9,1,3,1,67,969,NA,9,0.009,NA,NA,"2022-05"
"2651","STANLY","STANLY COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",2270,0.03,0.088,0.37,0.509,0.003,69,199,839,1156,7,2270,0.002,0.887,0.111,5,2014,251,2270,0.002,0.043,NA,0.003,0.002,0.036,0.914,NA,5,98,NA,7,4,82,2074,NA,10,0.004,NA,NA,"2022-05"
"2652","STOKES","DANBURY PUBLIC LIBRARY","05/17/2022",570,0.033,0.081,0.432,0.451,0.004,19,46,246,257,2,570,0.005,0.884,0.111,3,504,63,570,0.002,0.005,NA,NA,0.005,0.025,0.963,NA,1,3,NA,NA,3,14,549,NA,NA,NA,NA,NA,"2022-05"
"2653","STOKES","KING PUBLIC LIBRARY","05/17/2022",1655,0.025,0.065,0.396,0.512,0.002,41,108,655,847,4,1655,0.004,0.862,0.134,6,1427,222,1655,NA,0.01,0.001,0.007,0.001,0.037,0.944,NA,NA,17,2,11,1,62,1562,NA,7,0.004,NA,NA,"2022-05"
"2654","STOKES","WILLOW OAK BAPTIST CHURCH GYM","05/17/2022",799,0.033,0.083,0.38,0.502,0.003,26,66,304,401,2,799,0.001,0.856,0.143,1,684,114,799,0.001,0.041,NA,NA,0.001,0.034,0.922,NA,1,33,NA,NA,1,27,737,NA,5,0.006,NA,NA,"2022-05"
"2655","SURRY","ELKIN RESCUE SQUAD","05/17/2022",512,0.018,0.064,0.393,0.52,0.006,9,33,201,266,3,512,0.002,0.871,0.127,1,446,65,512,NA,0.02,NA,0.01,NA,0.018,0.953,NA,NA,10,NA,5,NA,9,488,NA,8,0.016,NA,NA,"2022-05"
"2656","SURRY","PILOT MOUNTAIN RESCUE SQUAD","05/17/2022",422,0.028,0.05,0.379,0.54,0.002,12,21,160,228,1,422,NA,0.865,0.135,NA,365,57,422,NA,0.045,0.002,0.005,NA,0.021,0.927,NA,NA,19,1,2,NA,9,391,NA,3,0.007,NA,NA,"2022-05"
"2657","SURRY","SURRY COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",1146,0.026,0.089,0.41,0.47,0.004,30,102,470,539,5,1146,0.003,0.881,0.115,4,1010,132,1146,NA,0.016,NA,0.003,0.001,0.02,0.961,NA,NA,18,NA,3,1,23,1101,NA,8,0.007,NA,NA,"2022-05"
"2658","SURRY","SURRY COUNTY RESOURCE CENTER","05/17/2022",2280,0.03,0.072,0.378,0.517,0.003,68,165,861,1179,7,2280,0.009,0.881,0.111,20,2008,252,2280,0.003,0.03,0,0.005,0.002,0.024,0.936,NA,6,68,1,12,4,55,2134,NA,19,0.008,NA,NA,"2022-05"
"2659","SWAIN","BIRDTOWN RECREATION CENTER","05/17/2022",140,0.007,0.064,0.371,0.557,NA,1,9,52,78,NA,140,NA,0.886,0.114,NA,124,16,140,NA,0.007,0.393,0.007,NA,0.007,0.586,NA,NA,1,55,1,NA,1,82,NA,1,0.007,NA,NA,"2022-05"
"2660","SWAIN","SWAIN COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",762,0.02,0.067,0.375,0.538,NA,15,51,286,410,NA,762,NA,0.936,0.064,NA,713,49,762,NA,0.004,0.018,0.003,0.001,0.01,0.963,NA,NA,3,14,2,1,8,734,NA,3,0.004,NA,NA,"2022-05"
"2661","TRANSYLVANIA","TRANSYLVANIA COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",3290,0.025,0.078,0.281,0.615,0.002,81,255,925,2023,6,3290,0.003,0.802,0.195,10,2637,643,3290,0.001,0.014,NA,0.007,0.002,0.025,0.952,NA,3,45,NA,23,5,83,3131,NA,18,0.005,NA,NA,"2022-05"
"2662","TYRRELL","TYRRELL COUNTY BOARD OF ELECTIONS OFFICE","05/17/2022",279,0.025,0.054,0.351,0.566,0.004,7,15,98,158,1,279,NA,0.814,0.186,NA,227,52,279,NA,0.19,0.004,NA,0.004,0.025,0.778,NA,NA,53,1,NA,1,7,217,NA,NA,NA,NA,NA,"2022-05"
"2663","UNION","EDWARDS MEMORIAL LIBRARY-HUGHES ROOM","05/17/2022",461,0.039,0.087,0.38,0.492,0.002,18,40,175,227,1,461,0.004,0.898,0.098,2,414,45,461,0.002,0.124,NA,0.002,0.007,0.017,0.848,NA,1,57,NA,1,3,8,391,NA,3,0.007,NA,NA,"2022-05"
"2664","UNION","GRIFFIN ROOM, UNION COUNTY PUBLIC LIBRARY","05/17/2022",2867,0.025,0.07,0.381,0.522,0.001,73,200,1093,1498,3,2867,0.01,0.881,0.108,30,2526,311,2867,0.005,0.143,0.002,0.013,0.002,0.018,0.817,NA,13,410,6,37,6,53,2342,NA,17,0.006,NA,NA,"2022-05"
"2665","UNION","HEMBY BRIDGE VFD","05/17/2022",1652,0.031,0.065,0.411,0.49,0.002,52,108,679,810,3,1652,0.01,0.835,0.155,16,1380,256,1652,0.002,0.091,0.002,0.008,0.004,0.039,0.854,NA,4,151,3,14,6,64,1410,NA,11,0.007,NA,NA,"2022-05"
"2666","UNION","MINERAL SPRINGS VFD","05/17/2022",1084,0.019,0.057,0.421,0.5,0.003,21,62,456,542,3,1084,0.009,0.881,0.11,10,955,119,1084,0.005,0.075,0.002,0.009,0.003,0.027,0.88,NA,5,81,2,10,3,29,954,NA,3,0.003,NA,NA,"2022-05"
"2667","UNION","STALLINGS VFD","05/17/2022",1305,0.028,0.064,0.403,0.502,0.003,37,83,526,655,4,1305,0.014,0.821,0.165,18,1072,215,1305,0.006,0.136,0.003,0.012,0.006,0.034,0.802,NA,8,178,4,16,8,45,1046,NA,6,0.005,NA,NA,"2022-05"
"2668","UNION","WESLEY CHAPEL VFD","05/17/2022",1179,0.051,0.047,0.498,0.394,0.01,60,55,587,465,12,1179,0.019,0.802,0.179,22,946,211,1179,0.023,0.085,0.003,0.015,0.001,0.039,0.835,NA,27,100,3,18,1,46,984,NA,12,0.01,NA,NA,"2022-05"
"2669","UNION","WESLEY CHAPEL VFD (MAIN)","05/17/2022",1450,0.047,0.075,0.551,0.321,0.006,68,109,799,466,8,1450,0.012,0.847,0.141,17,1228,205,1450,0.012,0.084,0.001,0.011,0.003,0.036,0.852,NA,17,122,2,16,5,52,1236,NA,5,0.003,NA,NA,"2022-05"
"2670","VANCE","HENDERSON OPERATIONS CENTER","05/17/2022",2816,0.025,0.044,0.338,0.591,0.002,70,123,951,1665,7,2816,0.005,0.896,0.099,15,2522,279,2816,0.001,0.559,0.001,0.006,0.003,0.017,0.412,NA,4,1575,2,18,9,47,1161,NA,19,0.007,NA,NA,"2022-05"
"2671","WAKE","CA - HERBERT C. YOUNG COMMUNITY CENTER","05/17/2022",6262,0.036,0.119,0.389,0.452,0.005,224,747,2434,2828,29,6262,0.013,0.791,0.196,83,4952,1227,6262,0.028,0.115,0.001,0.023,0.005,0.04,0.788,NA,176,718,8,143,32,250,4935,NA,56,0.009,NA,NA,"2022-05"
"2672","WAKE","CH - JOHN CHAVIS MEMORIAL PARK COMMUNITY CENTER","05/17/2022",6746,0.034,0.139,0.421,0.402,0.004,228,936,2842,2714,26,6746,0.013,0.759,0.228,89,5119,1538,6746,0.006,0.639,0.001,0.01,0.005,0.053,0.286,NA,38,4311,9,68,33,355,1932,NA,65,0.01,NA,NA,"2022-05"
"2673","WAKE","CS - CARY SENIOR CENTER","05/17/2022",6026,0.045,0.101,0.444,0.404,0.006,269,611,2674,2435,37,6026,0.017,0.762,0.221,104,4592,1330,6026,0.06,0.082,0.001,0.033,0.005,0.05,0.768,NA,360,496,5,201,33,300,4630,NA,44,0.007,0,1,"2022-05"
"2674","WAKE","NR - NORTHERN REGIONAL CENTER","05/17/2022",5627,0.031,0.076,0.418,0.469,0.006,174,429,2352,2638,34,5627,0.013,0.784,0.202,75,4414,1138,5627,0.009,0.219,0.002,0.019,0.004,0.049,0.698,NA,48,1232,11,109,24,276,3927,NA,35,0.006,NA,NA,"2022-05"
"2675","WAKE","OP - OPTIMIST PARK COMMUNITY CENTER","05/17/2022",8247,0.034,0.113,0.35,0.501,0.002,277,936,2884,4133,17,8247,0.014,0.827,0.159,113,6820,1314,8247,0.011,0.127,0.001,0.018,0.004,0.039,0.801,NA,88,1044,11,148,29,319,6608,NA,45,0.005,NA,NA,"2022-05"
"2676","WAKE","TG - THOMAS G. CROWDER WOODLAND CENTER","05/17/2022",1941,0.091,0.233,0.332,0.338,0.006,176,452,645,656,12,1941,0.014,0.786,0.2,27,1525,389,1941,0.022,0.076,0.002,0.019,0.007,0.069,0.807,NA,42,147,4,36,13,133,1566,NA,26,0.013,NA,NA,"2022-05"
